Domain,Authors,Year,Title,Venue,VenueType,Citation,ResearchQuestion,SpaceTask,DependentMeasurePrimary,Scale,FoR,FoR_In_Task,PerformanceIfRestrictedFoR,Discussion_Notes,CoderName,PublishingLanguage,StudyNumber,TaskID,Country,SpecificLocation,LocationNotes,UrbanRural,UrbanRuralCertainty,Language,LanguageNotes,WALSCode,ISOCode,GlottologCode,CulturalGroup,CulturalGroupNotes,OverallNotes,PrivateNotes,GroupSampleSize,StudySampleSize,RepeatedParticipantsWithinStudy,FunRating
Space,"Marghetis, McComsey, Cooperrider",2020,Space in Hand and Mind: Gesture and Spatial Frames of Reference in Bilingual Mexico,Cognitive Science,Journal,"Marghetis, T., McComsey, M., & Cooperrider, K. (2020). Space in hand and mind: Gesture and spatial frames of reference in bilingual Mexico. Cognitive Science, 44(12).",How is FoR use reflected in gesture in Zapotec-dominant and Zapotec-Spanish Bilinguals?,Participants observed a complex motion event involving wooden blocks on a table (motion was always in a singular direction.) Participants then rotated 90 degrees and moved to the side of the table so they were facing away from it. They were the asked to describe what they saw. Gesture was not specifically mentioned. (Toppling Blocks task),GestureSpontaneous,small,ego,ego/allo,,"All other things being equal, the odds of using an egocentric FoR in gesture were more than 100 times greater among participants with the very best competence with egocentric terms, compared to those with the very worst competence with egocentric terms (i.e., e^4.74 = 114.)",Ortega,English,1,b,Mexico,"Juchitán de Zaragoza, Oaxaca, Mexico",,urbanl,3,Spanish,,spa,,,Adult residents of Juchitán de Zaragoza who have mastered L/R terms,Adult residents of Juchitán de Zaragoza who have mastered L/R terms,Sample is estimated to be half the amount of participants. Exact numbers are not reported.,,16,32,16,
Space,"Marghetis, McComsey, Cooperrider",2020,Space in Hand and Mind: Gesture and Spatial Frames of Reference in Bilingual Mexico,Cognitive Science,Journal,"Marghetis, T., McComsey, M., & Cooperrider, K. (2020). Space in hand and mind: Gesture and spatial frames of reference in bilingual Mexico. Cognitive Science, 44(12).",How is FoR use reflected in gesture in Zapotec-dominant and Zapotec-Spanish Bilinguals?,Participants observed a complex motion event involving wooden blocks on a table (motion was always in a singular direction.) Participants then rotated 90 degrees and moved to the side of the table so they were facing away from it. They were the asked to describe what they saw. Gesture was not specifically mentioned. (Toppling Blocks task),GestureSpontaneous,small,both,ego/allo,,"The use of an allocentric FoR in gesture was not predicted by any of the linguistic measures (Table 1), including lexical competence with allocentric terms (b = 0.99  2.75 SD, 95% credible interval [6.91, 4.18]).",Ortega,English,1,b,Mexico,"Juchitán de Zaragoza, Oaxaca, Mexico",,urbanl,3,Spanish,,spa,,,Adult residents of Juchitán de Zaragoza who have not mastered L/R terms,Adult residents of Juchitán de Zaragoza who have not mastered L/R terms,Sample is estimated to be half the amount of participants. Exact numbers are not reported.,,16,32,16,
Space,"Meakins, Jones, Algy",2016,"Bilingualism, language shift and the corresponding expansion of spatial cognitive systems",Language Sciences,Journal,"Meakins, F., Jones, C., & Algy, C. (2016). Bilingualism, language shift and the corresponding expansion of spatial cognitive systems. Language Sciences, 54, 1-13.",Does an allo-centric language with incorporated parts of an ego-centric language as well as exposure to egocentrism affect preferred FoR,"Participants completed an ""Animals-In-a-Row"" task with 180 degree rotation",ObjectPlacement,small,allo,ego/allo,,"Language not a predictor, but education/exposure to ego-centrism was a predictor",Star-Lack,English,1,,Australia,Kalkaringi,,urbans,1,Gurindji,,gji,,,Adult native speakers,40+ years old; of varying education levels,,,30,107,0,
Space,"Meakins, Jones, Algy",2016,"Bilingualism, language shift and the corresponding expansion of spatial cognitive systems",Language Sciences,Journal,"Meakins, F., Jones, C., & Algy, C. (2016). Bilingualism, language shift and the corresponding expansion of spatial cognitive systems. Language Sciences, 54, 1-13.",Does an allo-centric language with incorporated parts of an ego-centric language as well as exposure to egocentrism affect preferred FoR,"Participants completed an ""Animals-In-a-Row"" task with 180 degree rotation",ObjectPlacement,small,allo,ego/allo,,"Language not a predictor, but education/exposure to ego-centrism was a predictor",Star-Lack,English,1,,Australia,Kalkaringi,,urbans,1,Gurindji Kriol,,,gjr,,Adult native speakers,5-39 years old; of varying education levels,,,77,107,0,
Space,"Mishra, Dasen",2013,Development of spatial language and cognition in Hindi- and Sanskrit-medium schools,Psychological Studies,Journal,"Mishra, R. C. & Dasen, P. R. (2013). Development of spatial language and cognition in Hindi-and Sanskrit-medium schools. Psychological Studies, 58(4), 446-455.",Do Sanskrit and Hindi school children differ in their preferred FoRs,Participants described the spatial relationship between three items in a table top display with 180 degree rotation (perspectives task),LanguageProductionSpoken + Accuracy,small,allo,ego/allo,,Sanskrit participants preferred geocentric language and had high accuracy in its usage,Star-Lack,English,1,a,India,"Varanasi, India",,urbanl,3,Hindi,Test language inferred from Mishra & Jha (2018),hin,,,school children,"Sanskrit-medium school; 125 boys, 30 girls",Testing language acquired from personal communication,Testing language acquired from personal communication with Dr. Mishra,155,376,0,
Space,"Mishra, Dasen",2013,Development of spatial language and cognition in Hindi- and Sanskrit-medium schools,Psychological Studies,Journal,"Mishra, R. C. & Dasen, P. R. (2013). Development of spatial language and cognition in Hindi-and Sanskrit-medium schools. Psychological Studies, 58(4), 446-455.",Do Sanskrit and Hindi school children differ in their preferred FoRs,Participants described the spatial relationship between three items in a table top display with 180 degree rotation (perspectives task),LanguageProductionSpoken + Accuracy,small,allo,ego/allo,,"Hindi participants preferred geocentric language, but weren't as accurate as Sanskrit participants in using it correctly",Star-Lack,English,1,a,India,"Varanasi, India",,urbanl,3,Hindi,Test language inferred from Mishra & Jha (2018),hin,,,school children,"Hindi-medium school, 49 boys, 172 girls",Testing language acquired from personal communication,Testing language acquired from personal communication with Dr. Mishra,221,376,0,
Space,"Mishra, Dasen",2013,Development of spatial language and cognition in Hindi- and Sanskrit-medium schools,Psychological Studies,Journal,"Mishra, R. C. & Dasen, P. R. (2013). Development of spatial language and cognition in Hindi-and Sanskrit-medium schools. Psychological Studies, 58(4), 446-455.",Do Sanskrit and Hindi school children differ in their preferred FoRs,Participants verbally guided the experimenter along a table top route (Road task),LanguageProductionSpoken + Accuracy,small,allo,ego/allo,,Sanskrit participants preferred geocentric language and had high accuracy in its usage,Star-Lack,English,1,b,India,"Varanasi, India",,urbanl,3,Hindi,Test language inferred from Mishra & Jha (2018),hin,,,school children,"Sanskrit-medium school; 125 boys, 30 girls",Testing language acquired from personal communication,Testing language acquired from personal communication with Dr. Mishra,155,376,155,
Space,"Mishra, Dasen",2013,Development of spatial language and cognition in Hindi- and Sanskrit-medium schools,Psychological Studies,Journal,"Mishra, R. C. & Dasen, P. R. (2013). Development of spatial language and cognition in Hindi-and Sanskrit-medium schools. Psychological Studies, 58(4), 446-455.",Do Sanskrit and Hindi school children differ in their preferred FoRs,Participants verbally guided the experimenter along a table top route (Road task),LanguageProductionSpoken + Accuracy,small,both,ego/allo,,Hindi participants used both ego and allo equally often,Star-Lack,English,1,b,India,"Varanasi, India",,urbanl,3,Hindi,Test language inferred from Mishra & Jha (2018),hin,,,school children,"Hindi-medium school, 49 boys, 172 girls",Testing language acquired from personal communication,Testing language acquired from personal communication with Dr. Mishra,221,376,221,
Space,"Mishra, Dasen",2013,Development of spatial language and cognition in Hindi- and Sanskrit-medium schools,Psychological Studies,Journal,"Mishra, R. C. & Dasen, P. R. (2013). Development of spatial language and cognition in Hindi-and Sanskrit-medium schools. Psychological Studies, 58(4), 446-455.",Do Sanskrit and Hindi school children differ in their preferred FoRs,"Participants completed an ""Animals-In-a-Row"" task with 90 and 180 degree rotation",ObjectPlacement + Accuracy,small,allo,ego/allo,,Sanskrit participants preferred geocentric language and never used egocentric language,Star-Lack,English,1,c,India,"Varanasi, India",,urbanl,3,Hindi,Test language inferred from Mishra & Jha (2018),hin,,,school children,"Sanskrit-medium school; 125 boys, 30 girls",Testing language acquired from personal communication,Testing language acquired from personal communication with Dr. Mishra,155,376,155,
Space,"Mishra, Dasen",2013,Development of spatial language and cognition in Hindi- and Sanskrit-medium schools,Psychological Studies,Journal,"Mishra, R. C. & Dasen, P. R. (2013). Development of spatial language and cognition in Hindi-and Sanskrit-medium schools. Psychological Studies, 58(4), 446-455.",Do Sanskrit and Hindi school children differ in their preferred FoRs,"Participants completed an ""Animals-In-a-Row"" task with 90 and 180 degree rotation",ObjectPlacement + Accuracy,small,allo,ego/allo,,Hindi participants preferred geocentric language and sometimes used egocentric language,Star-Lack,English,1,c,India,"Varanasi, India",,urbanl,3,Hindi,Test language inferred from Mishra & Jha (2018),hin,,,school children,"Hindi-medium school, 49 boys, 172 girls",Testing language acquired from personal communication,Testing language acquired from personal communication with Dr. Mishra,221,376,221,
Space,"Mishra, Dasen",2013,Development of spatial language and cognition in Hindi- and Sanskrit-medium schools,Psychological Studies,Journal,"Mishra, R. C. & Dasen, P. R. (2013). Development of spatial language and cognition in Hindi-and Sanskrit-medium schools. Psychological Studies, 58(4), 446-455.",Do Sanskrit and Hindi school children differ in their preferred FoRs,"Participants memorized dotted card and selected the ""same"" card from a series of identical cards with rotated pictures of the image (Chips task)",ForcedChoiceMemory + Accuracy,small,allo,ego/allo,,Sanskrit participants preferred geocentric language and never used egocentric language,Star-Lack,English,1,d,India,"Varanasi, India",,urbanl,3,Hindi,Test language inferred from Mishra & Jha (2018),hin,,,school children,"Sanskrit-medium school; 125 boys, 30 girls",Testing language acquired from personal communication,Testing language acquired from personal communication with Dr. Mishra,155,376,155,
Space,"Mishra, Dasen",2013,Development of spatial language and cognition in Hindi- and Sanskrit-medium schools,Psychological Studies,Journal,"Mishra, R. C. & Dasen, P. R. (2013). Development of spatial language and cognition in Hindi-and Sanskrit-medium schools. Psychological Studies, 58(4), 446-455.",Do Sanskrit and Hindi school children differ in their preferred FoRs,"Participants memorized dotted card and selected the ""same"" card from a series of identical cards with rotated pictures of the image (Chips task)",ForcedChoiceMemory + Accuracy,small,allo,ego/allo,,Hindi participants preferred geocentric language and sometimes used egocentric language,Star-Lack,English,1,d,India,"Varanasi, India",,urbanl,3,Hindi,Test language inferred from Mishra & Jha (2018),hin,,,school children,"Hindi-medium school, 49 boys, 172 girls",Testing language acquired from personal communication,Testing language acquired from personal communication with Dr. Mishra,221,376,221,
Space,"Mishra, Dasen",2013,Development of spatial language and cognition in Hindi- and Sanskrit-medium schools,Psychological Studies,Journal,"Mishra, R. C. & Dasen, P. R. (2013). Development of spatial language and cognition in Hindi-and Sanskrit-medium schools. Psychological Studies, 58(4), 446-455.",Do Sanskrit and Hindi school children differ in their preferred FoRs,Participants asked to reconstruct with 180 degree rotation a route shown to them (Steve's Maze Task),ObjectPlacement + Accuracy,small,allo,ego/allo,,Sanskrit participants preferred geocentric language and rarely used egocentric language,Star-Lack,English,1,e,India,"Varanasi, India",,urbanl,3,Hindi,Test language inferred from Mishra & Jha (2018),hin,,,school children,"Sanskrit-medium school; 125 boys, 30 girls",Testing language acquired from personal communication,Testing language acquired from personal communication with Dr. Mishra,155,376,155,
Space,"Mishra, Dasen",2013,Development of spatial language and cognition in Hindi- and Sanskrit-medium schools,Psychological Studies,Journal,"Mishra, R. C. & Dasen, P. R. (2013). Development of spatial language and cognition in Hindi-and Sanskrit-medium schools. Psychological Studies, 58(4), 446-455.",Do Sanskrit and Hindi school children differ in their preferred FoRs,Participants asked to reconstruct with 180 degree rotation a route shown to them (Steve's Maze Task),ObjectPlacement + Accuracy,small,allo,ego/allo,,Hindi participants preferred geocentric language and sometimes used egocentric language,Star-Lack,English,1,e,India,"Varanasi, India",,urbanl,3,Hindi,Test language inferred from Mishra & Jha (2018),hin,,,school children,"Hindi-medium school, 49 boys, 172 girls",Testing language acquired from personal communication,Testing language acquired from personal communication with Dr. Mishra,221,376,221,
